epoch,batch,step,train_loss,learning_rate
3,490,2500,0.882350504398346,9.999999999999964e-05
3,540,2550,0.7418648600578308,9.999999999999964e-05
3,590,2600,1.112931251525879,9.999999999999964e-05
3,640,2650,0.8992860913276672,9.999999999999964e-05
4,20,2700,1.0549633502960205,9.999999999999964e-05
4,70,2750,0.8072816729545593,9.999999999999964e-05
4,120,2800,0.9359995722770691,9.999999999999964e-05
4,170,2850,0.9594779014587402,9.999999999999964e-05
4,220,2900,0.7381289601325989,9.999999999999964e-05
4,270,2950,0.856296956539154,9.999999999999964e-05
4,320,3000,0.8138298988342285,9.999999999999964e-05
4,370,3050,0.8358238935470581,9.999999999999964e-05
4,420,3100,0.8299928903579712,9.999999999999964e-05
4,470,3150,0.9403647184371948,9.999999999999964e-05
4,520,3200,0.7843726277351379,9.999999999999964e-05
4,570,3250,0.8301075100898743,9.999999999999964e-05
4,620,3300,1.0424765348434448,9.999999999999964e-05
4,670,3350,0.7635910511016846,9.999999999999964e-05
5,50,3400,0.7644999027252197,9.999999999999964e-05
5,100,3450,0.7910247445106506,9.999999999999964e-05
5,150,3500,1.0828332901000977,9.999999999999964e-05
5,200,3550,0.8090624809265137,9.999999999999964e-05
5,250,3600,0.8495654463768005,9.999999999999964e-05
5,300,3650,0.7692313194274902,9.999999999999964e-05
5,350,3700,0.9820403456687927,9.999999999999964e-05
5,400,3750,0.7814582586288452,9.999999999999964e-05
5,450,3800,0.9058626890182495,9.999999999999964e-05
5,500,3850,0.7231430411338806,9.999999999999964e-05
5,550,3900,0.554010808467865,9.999999999999964e-05
5,600,3950,0.7323614954948425,9.999999999999964e-05
5,650,4000,0.9073501229286194,9.999999999999964e-05
6,30,4050,0.8409345746040344,9.999999999999964e-05
6,80,4100,0.6753073334693909,9.999999999999964e-05
6,130,4150,0.8753544688224792,9.999999999999964e-05
6,180,4200,0.49889039993286133,9.999999999999964e-05
6,230,4250,0.5210562348365784,9.999999999999964e-05
6,280,4300,0.7405043840408325,9.999999999999964e-05
6,330,4350,0.7942319512367249,9.999999999999964e-05
6,380,4400,0.842217743396759,9.999999999999964e-05
6,430,4450,0.9594133496284485,9.999999999999964e-05
6,480,4500,0.7447015643119812,9.999999999999964e-05
6,530,4550,0.7956411242485046,9.999999999999964e-05
6,580,4600,0.6801688075065613,9.999999999999964e-05
6,630,4650,0.685380756855011,9.999999999999964e-05
7,10,4700,0.7051478624343872,9.999999999999964e-05
7,60,4750,0.9976648688316345,9.999999999999964e-05
7,110,4800,0.7084676623344421,9.999999999999964e-05
7,160,4850,0.7942183017730713,9.999999999999964e-05
7,210,4900,0.6480592489242554,9.999999999999964e-05
7,260,4950,0.851757287979126,9.999999999999964e-05
7,310,5000,0.8660174012184143,9.999999999999964e-05
7,360,5050,0.8422254323959351,9.999999999999964e-05
7,410,5100,0.865127444267273,9.999999999999964e-05
7,460,5150,0.9441022872924805,9.999999999999964e-05
7,510,5200,0.7294029593467712,9.999999999999964e-05
7,560,5250,0.5082712173461914,9.999999999999964e-05
7,610,5300,0.96031254529953,9.999999999999964e-05
7,660,5350,0.7069036364555359,9.999999999999964e-05
8,40,5400,0.8111872673034668,9.999999999999964e-05
8,90,5450,0.7505014538764954,9.999999999999964e-05
8,140,5500,0.6128067374229431,9.999999999999964e-05
8,190,5550,0.8950948119163513,9.999999999999964e-05
8,240,5600,1.0244802236557007,9.999999999999964e-05
8,290,5650,0.6868235468864441,9.999999999999964e-05
8,340,5700,0.8225314617156982,9.999999999999964e-05
8,390,5750,0.75511634349823,9.999999999999964e-05
8,440,5800,0.77163165807724,9.999999999999964e-05
8,490,5850,0.6714581847190857,9.999999999999964e-05
8,540,5900,0.8170125484466553,9.999999999999964e-05
8,590,5950,0.6707518100738525,9.999999999999964e-05
8,640,6000,0.6256572604179382,9.999999999999964e-05
9,20,6050,0.8043796420097351,9.999999999999964e-05
9,70,6100,0.7612358927726746,9.999999999999964e-05
9,120,6150,0.6696459650993347,9.999999999999964e-05
9,170,6200,0.6874330639839172,9.999999999999964e-05
9,220,6250,0.6523590683937073,9.999999999999964e-05
9,270,6300,0.979460597038269,9.999999999999964e-05
9,320,6350,0.7819444537162781,9.999999999999964e-05
9,370,6400,0.7317466735839844,9.999999999999964e-05
9,420,6450,0.7901702523231506,9.999999999999964e-05
9,470,6500,0.8147776126861572,9.999999999999964e-05
9,520,6550,0.7555472254753113,9.999999999999964e-05
9,570,6600,0.5256378054618835,9.999999999999964e-05
9,620,6650,0.591315507888794,9.999999999999964e-05
9,670,6700,0.7062078714370728,9.999999999999964e-05
10,50,6750,0.7265052199363708,9.999999999999964e-05
10,100,6800,0.6688880920410156,9.999999999999964e-05
10,150,6850,0.6765134334564209,9.999999999999964e-05
10,200,6900,0.7824519872665405,9.999999999999964e-05
10,250,6950,0.903222918510437,9.999999999999964e-05
10,300,7000,0.7456933259963989,9.999999999999964e-05
10,350,7050,0.6203681826591492,9.999999999999964e-05
10,400,7100,0.5876961350440979,9.999999999999964e-05
10,450,7150,0.5150232315063477,9.999999999999964e-05
10,500,7200,1.1455503702163696,9.999999999999964e-05
10,550,7250,0.6177681684494019,9.999999999999964e-05
10,600,7300,0.5439363718032837,9.999999999999964e-05
10,650,7350,0.9216356873512268,9.999999999999964e-05
11,30,7400,0.7150341272354126,9.999999999999964e-05
11,80,7450,0.6836885213851929,9.999999999999964e-05
11,130,7500,0.7380709052085876,9.999999999999964e-05
11,180,7550,0.7068167328834534,9.999999999999964e-05
11,230,7600,0.7388797998428345,9.999999999999964e-05
11,280,7650,0.6014304757118225,9.999999999999964e-05
11,330,7700,0.5640396475791931,9.999999999999964e-05
11,380,7750,0.9606645703315735,9.999999999999964e-05
11,430,7800,0.6015031933784485,9.999999999999964e-05
11,480,7850,0.6050898432731628,9.999999999999964e-05
11,530,7900,0.7765368819236755,9.999999999999964e-05
11,580,7950,0.5784684419631958,9.999999999999964e-05
11,630,8000,0.7779256701469421,9.999999999999964e-05
12,10,8050,0.5429996848106384,9.999999999999964e-05
12,60,8100,0.7697031497955322,9.999999999999964e-05
12,110,8150,0.6595855355262756,9.999999999999964e-05
12,160,8200,0.7518923282623291,9.999999999999964e-05
12,210,8250,0.7781060934066772,9.999999999999964e-05
12,260,8300,0.7434505820274353,9.999999999999964e-05
12,310,8350,0.8458155393600464,9.999999999999964e-05
12,360,8400,0.6472716331481934,9.999999999999964e-05
12,410,8450,0.6482712030410767,9.999999999999964e-05
12,460,8500,0.6593816876411438,9.999999999999964e-05
12,510,8550,0.7404482960700989,9.999999999999964e-05
12,560,8600,0.6209700703620911,9.999999999999964e-05
12,610,8650,0.8950692415237427,9.999999999999964e-05
12,660,8700,0.6962772011756897,9.999999999999964e-05
13,40,8750,0.9659724235534668,9.999999999999964e-05
13,90,8800,0.5804054141044617,9.999999999999964e-05
13,140,8850,0.6346398591995239,9.999999999999964e-05
13,190,8900,0.7516990900039673,9.999999999999964e-05
13,240,8950,0.8667910099029541,9.999999999999964e-05
13,290,9000,0.8095400929450989,9.999999999999964e-05
13,340,9050,0.8868765830993652,9.999999999999964e-05
13,390,9100,0.8988728523254395,9.999999999999964e-05
13,440,9150,0.8145396709442139,9.999999999999964e-05
13,490,9200,0.6030874252319336,9.999999999999964e-05
13,540,9250,0.7350958585739136,9.999999999999964e-05
13,590,9300,0.6419083476066589,9.999999999999964e-05
13,640,9350,0.5084069967269897,9.999999999999964e-05
14,20,9400,0.7405365109443665,9.999999999999964e-05
14,70,9450,0.7236798405647278,9.999999999999964e-05
14,120,9500,0.7824272513389587,9.999999999999964e-05
14,170,9550,0.8484615087509155,9.999999999999964e-05
14,220,9600,0.7637844085693359,9.999999999999964e-05
14,270,9650,0.6593618392944336,9.999999999999964e-05
14,320,9700,0.9813072681427002,9.999999999999964e-05
14,370,9750,0.6575743556022644,9.999999999999964e-05
14,420,9800,1.0089945793151855,9.999999999999964e-05
14,470,9850,0.60251784324646,9.999999999999964e-05
14,520,9900,0.7618365287780762,9.999999999999964e-05
14,570,9950,0.7319220304489136,9.999999999999964e-05
14,620,10000,0.9038830399513245,9.999999999999964e-05
14,670,10050,0.4863607585430145,9.999999999999964e-05
15,50,10100,0.7167972922325134,9.999999999999964e-05
15,100,10150,0.7761831879615784,9.999999999999964e-05
15,150,10200,0.5578826069831848,9.999999999999964e-05
15,200,10250,0.8351442217826843,9.999999999999964e-05
15,250,10300,0.9520823955535889,9.999999999999964e-05
15,300,10350,0.6166408658027649,9.999999999999964e-05
15,350,10400,0.6012398600578308,9.999999999999964e-05
15,400,10450,0.6476315259933472,9.999999999999964e-05
15,450,10500,0.7482070922851562,9.999999999999964e-05
15,500,10550,0.4803406000137329,9.999999999999964e-05
15,550,10600,0.7233244180679321,9.999999999999964e-05
15,600,10650,0.6321956515312195,9.999999999999964e-05
15,650,10700,0.8045699596405029,9.999999999999964e-05
16,30,10750,0.8163926601409912,9.999999999999964e-05
16,80,10800,0.6441449522972107,9.999999999999964e-05
16,130,10850,0.7219317555427551,9.999999999999964e-05
16,180,10900,0.5677680373191833,9.999999999999964e-05
16,230,10950,0.7027667760848999,9.999999999999964e-05
16,280,11000,0.663029134273529,9.999999999999964e-05
16,330,11050,0.879967987537384,9.999999999999964e-05
16,380,11100,0.7343046069145203,9.999999999999964e-05
16,430,11150,0.6589512825012207,9.999999999999964e-05
16,480,11200,1.197430968284607,9.999999999999964e-05
16,530,11250,0.7556266188621521,9.999999999999964e-05
16,580,11300,0.4630807340145111,9.999999999999964e-05
16,630,11350,0.6133091449737549,9.999999999999964e-05
17,10,11400,0.8850825428962708,9.999999999999964e-05
17,60,11450,0.6600079536437988,9.999999999999964e-05
17,110,11500,0.8247592449188232,9.999999999999964e-05
17,160,11550,0.6367433667182922,9.999999999999964e-05
17,210,11600,0.6219694018363953,9.999999999999964e-05
17,260,11650,0.6925140023231506,9.999999999999964e-05
17,310,11700,0.8632476925849915,9.999999999999964e-05
17,360,11750,0.5374232530593872,9.999999999999964e-05
17,410,11800,0.8362568616867065,9.999999999999964e-05
17,460,11850,0.7796200513839722,9.999999999999964e-05
17,510,11900,0.598457932472229,9.999999999999964e-05
17,560,11950,0.7123721837997437,9.999999999999964e-05
17,610,12000,0.6482440829277039,9.999999999999964e-05
17,660,12050,0.5665493607521057,9.999999999999964e-05
18,40,12100,0.5209294557571411,9.999999999999964e-05
18,90,12150,0.6048866510391235,9.999999999999964e-05
18,140,12200,0.42787081003189087,9.999999999999964e-05
18,190,12250,0.9152266383171082,9.999999999999964e-05
18,240,12300,0.6851895451545715,9.999999999999964e-05
18,290,12350,1.0119222402572632,9.999999999999964e-05
18,340,12400,0.5691929459571838,9.999999999999964e-05
18,390,12450,0.9016897082328796,9.999999999999964e-05
18,440,12500,0.7384503483772278,9.999999999999964e-05
18,490,12550,0.5414940714836121,9.999999999999964e-05
18,540,12600,0.7227572202682495,9.999999999999964e-05
18,590,12650,0.5119385123252869,9.999999999999964e-05
18,640,12700,0.7944300770759583,9.999999999999964e-05
19,20,12750,0.7475932836532593,9.999999999999964e-05
19,70,12800,0.68010413646698,9.999999999999964e-05
19,120,12850,0.6179395914077759,9.999999999999964e-05
19,170,12900,0.7464643716812134,9.999999999999964e-05
19,220,12950,0.6893521547317505,9.999999999999964e-05
19,270,13000,0.460978627204895,9.999999999999964e-05
19,320,13050,0.7518061995506287,9.999999999999964e-05
19,370,13100,0.6773388385772705,9.999999999999964e-05
19,420,13150,0.7193281054496765,9.999999999999964e-05
19,470,13200,0.7065487504005432,9.999999999999964e-05
19,520,13250,0.5337392091751099,9.999999999999964e-05
19,570,13300,0.6015112400054932,9.999999999999964e-05
19,620,13350,0.49559545516967773,9.999999999999964e-05
19,670,13400,0.737752377986908,9.999999999999964e-05
