sample_index,variant_index,pitch,setting,sampler,n_steps,guidance_scale,target_harmonic,off_target_harmonic,target_ratio,margin_ratio,sample_std,sample_absmax,finite,artifact_penalty,total_score,selected
36,1,48,heun_64_gs6,heun,64,6.0,0.9465157337800341,0.9662911640360428,1.9648861689966244,-0.020465291195209727,0.7057524919509888,6.904515743255615,True,0.0,4.881517485698746,False
36,2,48,heun_64_gs6,heun,64,6.0,1.1613963662668887,1.1762840709278437,1.585538054665027,-0.012656555420873936,0.7933056354522705,7.377718925476074,True,0.0,3.944860303531257,False
37,0,49,heun_64_gs6,heun,64,6.0,1.1541492523603707,1.161861509225121,2.044451917870835,-0.006637845162385469,0.8557636737823486,7.5663533210754395,True,0.0,5.101173026933509,False
37,1,49,heun_64_gs6,heun,64,6.0,0.9579701511254229,0.9667890984189419,2.193133046048178,-0.009121893509889862,0.7392367720603943,7.9367570877075195,True,0.0,5.469149774855611,False
37,2,49,heun_64_gs6,heun,64,6.0,0.9624981858938164,0.9934751456485811,2.254203005664977,-0.031180407057629582,0.7650133371353149,7.850022792816162,True,0.0,5.588736903575998,False
38,0,50,heun_64_gs6,heun,64,6.0,1.0649232686691743,1.1307290907968086,2.074742191206034,-0.05819769039397844,0.8470243215560913,7.574012279510498,True,0.0,5.099558942424118,False
38,1,50,heun_64_gs6,heun,64,6.0,0.9763658195492962,1.0374848613224394,2.138094635867604,-0.05891077880994763,0.8055461645126343,6.853368759155273,True,0.0,5.256870421454089,False
38,2,50,heun_64_gs6,heun,64,6.0,1.006159345425771,1.0787715517481948,2.1245677532988654,-0.06731008574674771,0.8262267112731934,7.497130393981934,True,0.0,5.2104542546270425,False
39,0,51,heun_64_gs6,heun,64,6.0,1.1669129365822095,1.2543782549288347,2.177249150171837,-0.06972802446603889,0.9665825366973877,10.00154972076416,True,0.0,5.338530838730534,False
39,1,51,heun_64_gs6,heun,64,6.0,1.1605782482264562,1.2220282173517913,2.0568624164381717,-0.050285228892380796,0.9152469038963318,9.350635528564453,True,0.0,5.066728197756858,False
39,2,51,heun_64_gs6,heun,64,6.0,1.196644185483194,1.2467577014183817,2.053460794130011,-0.04019507196644952,0.9779832363128662,10.271434783935547,True,0.0,5.073359377375353,False
40,0,52,heun_64_gs6,heun,64,6.0,1.1888720101214751,1.2004666932155938,1.8517776811147963,-0.009658479542215508,0.8710826635360718,8.18355941772461,True,0.0,4.614956483473668,False
40,1,52,heun_64_gs6,heun,64,6.0,1.1637421845714948,1.1694078186859471,1.7843515912742103,-0.004844874453097114,0.8403165340423584,7.279844760894775,True,0.0,4.45361166650588,False
40,2,52,heun_64_gs6,heun,64,6.0,1.0978692803097534,1.1083264542358566,1.999717695188613,-0.009435102619617594,0.8583247661590576,9.7608642578125,True,0.0,4.985141584042107,False
41,0,53,heun_64_gs6,heun,64,6.0,0.9007133921443456,0.9264510518044411,1.7121656625439297,-0.0277809165763882,0.6825689077377319,5.692330837249756,True,0.0,4.238742781495242,False
41,1,53,heun_64_gs6,heun,64,6.0,1.0548537044798711,1.0797603162195515,1.8667314315314025,-0.023066796524079725,0.7722282409667969,8.174824714660645,True,0.0,4.632228384042387,False
41,2,53,heun_64_gs6,heun,64,6.0,1.072383969919606,1.1002475054629328,1.8212621895638648,-0.02532478842417844,0.7909975051879883,7.274383068084717,True,0.0,4.515168291273394,False
42,0,54,heun_64_gs6,heun,64,6.0,1.4817047011028732,1.5112538083888027,1.7346051409705747,-0.01955270976084798,1.0216807126998901,8.601072311401367,True,0.0,4.307183787785165,False
42,1,54,heun_64_gs6,heun,64,6.0,1.5080791918786027,1.5354435755241205,1.6729099901227644,-0.017821809868824954,1.038367748260498,8.66985034942627,True,0.0,4.155542260503674,False
42,2,54,heun_64_gs6,heun,64,6.0,1.4851509576293471,1.5396152036977948,1.8305462488804385,-0.03537523245021549,1.0369192361831665,7.653533458709717,True,0.0,4.5233027735257725,False
43,0,55,heun_64_gs6,heun,64,6.0,1.1469586540959427,1.139919006758662,1.7462063181120484,0.006175567942798068,0.8014420866966248,6.5417399406433105,True,0.0,4.374779147194318,False
43,1,55,heun_64_gs6,heun,64,6.0,1.0764191936400411,1.0802325116132447,1.9002718353734231,-0.003530089954622652,0.7900752425193787,6.6537699699401855,True,0.0,4.745384453501623,False
