epoch,batch,step,train_loss,learning_rate
0,1,1,2.8874998092651367,1.009e-05
0,50,50,1.471720576286316,1.4499999999999995e-05
0,100,100,1.4350131750106812,1.8999999999999998e-05
0,150,150,1.2065526247024536,2.3500000000000002e-05
0,200,200,1.2910981178283691,2.7999999999999993e-05
0,250,250,1.3902920484542847,3.2499999999999984e-05
0,300,300,1.016754388809204,3.6999999999999985e-05
0,350,350,1.066217303276062,4.1499999999999965e-05
0,400,400,1.1075116395950317,4.599999999999992e-05
0,450,450,1.1637192964553833,5.0499999999999886e-05
0,500,500,1.013389229774475,5.499999999999991e-05
0,550,550,1.159149408340454,5.949999999999986e-05
0,600,600,1.1896090507507324,6.399999999999986e-05
0,650,650,0.8658249974250793,6.849999999999986e-05
1,30,700,1.0516347885131836,7.299999999999977e-05
1,80,750,1.074806571006775,7.749999999999981e-05
1,130,800,0.9610994458198547,8.199999999999976e-05
1,180,850,0.851982057094574,8.649999999999974e-05
1,230,900,1.1654905080795288,9.09999999999997e-05
1,280,950,1.2155967950820923,9.549999999999968e-05
1,330,1000,1.0617750883102417,9.999999999999964e-05
1,380,1050,0.9098564982414246,9.999999999999964e-05
1,430,1100,0.9809649586677551,9.999999999999964e-05
1,480,1150,1.1079472303390503,9.999999999999964e-05
1,530,1200,0.8662899136543274,9.999999999999964e-05
1,580,1250,1.156139612197876,9.999999999999964e-05
1,630,1300,0.934245228767395,9.999999999999964e-05
2,10,1350,0.9038420915603638,9.999999999999964e-05
2,60,1400,0.9213538765907288,9.999999999999964e-05
2,110,1450,0.8489989638328552,9.999999999999964e-05
2,160,1500,1.0600284337997437,9.999999999999964e-05
2,210,1550,1.0642096996307373,9.999999999999964e-05
2,260,1600,1.0478435754776,9.999999999999964e-05
2,310,1650,0.8384062647819519,9.999999999999964e-05
2,360,1700,0.9878811240196228,9.999999999999964e-05
2,410,1750,1.042310357093811,9.999999999999964e-05
2,460,1800,1.387332797050476,9.999999999999964e-05
2,510,1850,1.0757768154144287,9.999999999999964e-05
2,560,1900,0.9391383528709412,9.999999999999964e-05
2,610,1950,0.8604676723480225,9.999999999999964e-05
2,660,2000,0.9264721274375916,9.999999999999964e-05
3,40,2050,1.1975386142730713,9.999999999999964e-05
