kind,name,note_count,length_beats,length_seconds,notes_per_beat,unique_pitch_count,unique_pitch_class_count,active_instrument_count,instrument_entropy,average_polyphony,max_polyphony,mean_duration_steps,pitch_class_entropy,scale_consistency_percent,groove_consistency_percent,sequence_len,raw_note_events,unique_note_events,duplicate_note_rate,note_instrument_violation_rate,best_scale,instrument_counts
reference,test_01261,30,35.375000,17.687500,0.848057,9,6,2,0.918296,2.570082,6,72.733333,2.413132,100.000000,97.656250,,,,,,1:major,"{""bass"": 10, ""brass"": 0, ""guitar"": 20, ""piano"": 0, ""strings"": 0}"
reference,test_01262,70,33.166667,16.583333,2.110553,8,4,2,0.660962,1.429648,4,16.257143,1.099756,100.000000,91.536458,,,,,,0:major,"{""bass"": 12, ""brass"": 0, ""guitar"": 58, ""piano"": 0, ""strings"": 0}"
reference,test_01263,134,35.708333,17.854167,3.752625,24,7,2,0.694235,6.775963,12,43.335821,2.726525,100.000000,92.708333,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 25, ""piano"": 109, ""strings"": 0}"
reference,test_01264,265,32.000000,16.000000,8.281250,27,8,4,1.628183,8.752604,14,25.366038,2.742029,99.622642,91.666667,,,,,,5:minor,"{""bass"": 20, ""brass"": 0, ""guitar"": 143, ""piano"": 72, ""strings"": 30}"
reference,test_01265,116,32.083333,16.041667,3.615584,20,7,3,1.537756,4.302597,9,28.560345,2.591083,100.000000,98.177083,,,,,,5:minor,"{""bass"": 28, ""brass"": 0, ""guitar"": 52, ""piano"": 36, ""strings"": 0}"
reference,test_01266,48,32.000000,16.000000,1.500000,7,5,1,-0.000000,0.890625,2,14.250000,2.045975,100.000000,98.809524,,,,,,1:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 48, ""piano"": 0, ""strings"": 0}"
reference,test_01267,144,32.791667,16.395833,4.391360,9,6,2,0.811278,5.194409,9,28.388889,2.109758,100.000000,95.052083,,,,,,1:minor,"{""bass"": 36, ""brass"": 0, ""guitar"": 0, ""piano"": 108, ""strings"": 0}"
reference,test_01268,178,33.958333,16.979167,5.241718,21,8,3,1.317178,6.649080,13,30.443820,2.235529,99.438202,89.973958,,,,,,1:major,"{""bass"": 15, ""brass"": 0, ""guitar"": 0, ""piano"": 69, ""strings"": 94}"
reference,test_01269,174,31.958333,15.979167,5.444589,40,11,2,0.340090,1.925684,8,8.488506,3.078257,83.908046,94.791667,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 11, ""piano"": 163, ""strings"": 0}"
reference,test_01270,236,33.916667,16.958333,6.958231,19,7,3,1.009787,6.352580,11,21.911017,2.465240,100.000000,87.630208,,,,,,6:minor,"{""bass"": 19, ""brass"": 0, ""guitar"": 180, ""piano"": 37, ""strings"": 0}"
reference,test_01271,27,37.166667,18.583333,0.726457,8,6,1,-0.000000,2.729821,6,90.185185,2.459548,100.000000,95.833333,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 27, ""strings"": 0}"
reference,test_01272,381,36.000000,18.000000,10.583333,15,7,3,0.498828,6.355324,15,14.412073,2.400755,100.000000,94.010417,,,,,,2:minor,"{""bass"": 4, ""brass"": 0, ""guitar"": 345, ""piano"": 0, ""strings"": 32}"
reference,test_01273,290,33.958333,16.979167,8.539877,36,9,5,1.689427,4.115337,10,11.565517,2.735665,94.482759,88.541667,,,,,,1:major,"{""bass"": 25, ""brass"": 87, ""guitar"": 154, ""piano"": 14, ""strings"": 10}"
reference,test_01274,144,32.000000,16.000000,4.500000,25,9,4,1.844674,5.901042,10,31.472222,2.846892,97.916667,98.214286,,,,,,7:minor,"{""bass"": 31, ""brass"": 0, ""guitar"": 40, ""piano"": 59, ""strings"": 14}"
reference,test_01275,76,33.291667,16.645833,2.282854,24,9,3,0.570858,4.209011,12,44.250000,2.965199,90.789474,94.270833,,,,,,0:major,"{""bass"": 2, ""brass"": 0, ""guitar"": 0, ""piano"": 68, ""strings"": 6}"
reference,test_01276,69,32.500000,16.250000,2.123077,15,7,2,0.974241,3.980769,7,45.000000,2.573687,100.000000,97.135417,,,,,,1:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 41, ""strings"": 28}"
reference,test_01277,135,32.500000,16.250000,4.153846,12,6,2,0.938932,3.076923,6,17.777778,2.099563,100.000000,97.916667,,,,,,3:minor,"{""bass"": 48, ""brass"": 0, ""guitar"": 87, ""piano"": 0, ""strings"": 0}"
reference,test_01278,40,31.791667,15.895833,1.258191,8,6,2,0.669016,4.796855,9,91.500000,2.312815,87.500000,96.577381,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 33, ""strings"": 7}"
reference,test_01279,40,32.000000,16.000000,1.250000,10,6,2,0.769193,3.046875,5,58.500000,2.484834,100.000000,94.940476,,,,,,2:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 31, ""strings"": 9}"
reference,test_01280,73,32.000000,16.000000,2.281250,16,8,2,0.409855,3.398438,7,35.753425,2.843627,93.150685,97.321429,,,,,,8:minor,"{""bass"": 6, ""brass"": 0, ""guitar"": 0, ""piano"": 67, ""strings"": 0}"
reference,test_01281,84,16.000000,8.000000,5.250000,39,10,2,0.958712,4.372396,8,19.988095,2.945676,96.428571,85.416667,,,,,,0:major,"{""bass"": 0, ""brass"": 52, ""guitar"": 0, ""piano"": 0, ""strings"": 32}"
reference,test_01282,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01283,96,32.166667,16.083333,2.984456,17,8,3,1.537204,2.453368,10,19.729167,2.552311,98.958333,97.395833,,,,,,1:major,"{""bass"": 22, ""brass"": 0, ""guitar"": 32, ""piano"": 42, ""strings"": 0}"
reference,test_01284,94,32.000000,16.000000,2.937500,19,7,3,1.098792,1.812500,5,14.808511,2.661770,85.106383,97.619048,,,,,,1:major,"{""bass"": 0, ""brass"": 11, ""guitar"": 0, ""piano"": 69, ""strings"": 14}"
reference,test_01285,112,32.833333,16.416667,3.411168,11,8,3,1.517154,1.949239,5,13.714286,2.452695,95.535714,95.572917,,,,,,2:major,"{""bass"": 22, ""brass"": 0, ""guitar"": 47, ""piano"": 43, ""strings"": 0}"
reference,test_01286,162,32.000000,16.000000,5.062500,25,8,3,0.953628,2.891927,6,13.709877,2.946984,94.444444,98.363095,,,,,,0:major,"{""bass"": 10, ""brass"": 126, ""guitar"": 0, ""piano"": 0, ""strings"": 26}"
reference,test_01287,107,32.000000,16.000000,3.343750,24,7,4,1.945612,6.468750,9,46.429907,2.681660,100.000000,99.404762,,,,,,7:minor,"{""bass"": 30, ""brass"": 15, ""guitar"": 29, ""piano"": 0, ""strings"": 33}"
reference,test_01288,79,32.458333,16.229167,2.433890,10,6,2,0.998960,1.292683,2,12.746835,2.125397,100.000000,87.239583,,,,,,0:minor,"{""bass"": 41, ""brass"": 0, ""guitar"": 38, ""piano"": 0, ""strings"": 0}"
reference,test_01289,151,33.500000,16.750000,4.507463,23,7,4,1.396111,7.281095,14,38.768212,2.537407,100.000000,91.406250,,,,,,4:minor,"{""bass"": 13, ""brass"": 0, ""guitar"": 10, ""piano"": 101, ""strings"": 27}"
reference,test_01290,183,35.625000,17.812500,5.136842,16,6,2,0.617311,5.706433,10,26.661202,2.025557,100.000000,95.963542,,,,,,0:major,"{""bass"": 28, ""brass"": 0, ""guitar"": 155, ""piano"": 0, ""strings"": 0}"
reference,test_01291,27,35.958333,17.979167,0.750869,12,7,2,0.991076,2.347625,4,75.037037,2.596344,96.296296,98.567708,,,,,,2:minor,"{""bass"": 15, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 12}"
reference,test_01292,254,33.416667,16.708333,7.600998,15,8,3,0.755366,3.447631,7,10.885827,2.689546,98.031496,73.437500,,,,,,3:minor,"{""bass"": 12, ""brass"": 0, ""guitar"": 215, ""piano"": 27, ""strings"": 0}"
reference,test_01293,124,31.916667,15.958333,3.885117,20,7,2,0.725142,2.647520,6,16.354839,2.616516,100.000000,95.833333,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 99, ""strings"": 25}"
reference,test_01294,120,32.208333,16.104167,3.725744,20,7,2,0.811278,3.437257,8,22.141667,2.587528,100.000000,95.312500,,,,,,7:minor,"{""bass"": 30, ""brass"": 0, ""guitar"": 0, ""piano"": 90, ""strings"": 0}"
reference,test_01295,229,36.041667,18.020833,6.353757,30,7,4,1.210634,15.010405,26,56.698690,2.711051,100.000000,90.509259,,,,,,2:major,"{""bass"": 7, ""brass"": 0, ""guitar"": 167, ""piano"": 34, ""strings"": 21}"
reference,test_01296,122,32.291667,16.145833,3.778065,17,7,4,1.726237,4.294194,13,27.278689,2.223414,99.180328,96.354167,,,,,,0:minor,"{""bass"": 15, ""brass"": 13, ""guitar"": 61, ""piano"": 33, ""strings"": 0}"
reference,test_01297,317,32.041667,16.020833,9.893368,26,11,2,0.246902,2.791938,9,6.772871,2.409736,89.589905,88.802083,,,,,,2:major,"{""bass"": 13, ""brass"": 0, ""guitar"": 304, ""piano"": 0, ""strings"": 0}"
reference,test_01298,410,32.958333,16.479167,12.439949,37,10,2,0.960083,6.625790,9,12.782927,3.030034,92.439024,91.927083,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 253, ""strings"": 157}"
reference,test_01299,127,32.166667,16.083333,3.948187,19,9,3,1.388138,1.239637,8,7.535433,2.622703,96.850394,79.166667,,,,,,2:major,"{""bass"": 20, ""brass"": 0, ""guitar"": 73, ""piano"": 34, ""strings"": 0}"
reference,test_01300,145,31.916667,15.958333,4.543081,20,7,3,1.359091,3.113577,7,16.448276,2.577302,100.000000,95.833333,,,,,,1:minor,"{""bass"": 30, ""brass"": 0, ""guitar"": 27, ""piano"": 88, ""strings"": 0}"
reference,test_01301,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01302,108,31.958333,15.979167,3.379400,13,5,2,0.991076,2.767927,5,19.657407,2.021116,100.000000,98.809524,,,,,,1:minor,"{""bass"": 48, ""brass"": 0, ""guitar"": 60, ""piano"": 0, ""strings"": 0}"
reference,test_01303,143,32.458333,16.229167,4.405648,19,8,3,1.257119,1.929397,9,10.510490,1.821959,97.202797,90.364583,,,,,,7:minor,"{""bass"": 17, ""brass"": 0, ""guitar"": 33, ""piano"": 93, ""strings"": 0}"
reference,test_01304,263,35.583333,17.791667,7.391101,17,7,4,1.142662,5.556206,14,18.041825,2.215477,100.000000,82.031250,,,,,,1:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 202, ""piano"": 26, ""strings"": 17}"
reference,test_01305,166,32.000000,16.000000,5.187500,26,8,4,1.568175,7.682292,15,35.542169,2.614554,96.987952,97.172619,,,,,,0:minor,"{""bass"": 10, ""brass"": 17, ""guitar"": 0, ""piano"": 92, ""strings"": 47}"
reference,test_01306,100,31.875000,15.937500,3.137255,12,5,3,1.163722,1.981699,8,15.160000,1.441526,100.000000,98.809524,,,,,,6:minor,"{""bass"": 47, ""brass"": 0, ""guitar"": 0, ""piano"": 50, ""strings"": 3}"
reference,test_01307,36,35.500000,17.750000,1.014085,13,6,1,-0.000000,5.492958,10,130.000000,2.483007,100.000000,99.869792,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 36}"
reference,test_01308,81,32.000000,16.000000,2.531250,17,7,2,0.334268,1.195312,5,11.333333,2.723636,100.000000,94.791667,,,,,,2:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 76, ""strings"": 5}"
reference,test_01309,119,33.166667,16.583333,3.587940,21,7,2,0.169770,3.439698,6,23.008403,2.712547,100.000000,86.718750,,,,,,6:minor,"{""bass"": 3, ""brass"": 0, ""guitar"": 0, ""piano"": 116, ""strings"": 0}"
reference,test_01310,109,32.000000,16.000000,3.406250,21,7,4,1.116922,4.324219,10,30.467890,2.122662,100.000000,94.642857,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 82, ""piano"": 5, ""strings"": 4}"
reference,test_01311,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01312,120,34.208333,17.104167,3.507917,22,7,3,1.283495,4.624848,9,31.641667,2.707828,100.000000,81.770833,,,,,,4:minor,"{""bass"": 20, ""brass"": 22, ""guitar"": 0, ""piano"": 78, ""strings"": 0}"
reference,test_01313,24,32.000000,16.000000,0.750000,2,1,1,-0.000000,0.750000,1,24.000000,-0.000000,100.000000,99.404762,,,,,,0:major,"{""bass"": 24, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01314,145,32.458333,16.229167,4.467266,16,9,3,1.400422,3.041078,5,16.337931,2.748432,88.965517,97.656250,,,,,,0:major,"{""bass"": 33, ""brass"": 28, ""guitar"": 0, ""piano"": 0, ""strings"": 84}"
reference,test_01315,128,32.000000,16.000000,4.000000,3,3,1,-0.000000,2.000000,2,12.000000,1.494350,100.000000,100.000000,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 128, ""piano"": 0, ""strings"": 0}"
reference,test_01316,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01317,97,32.000000,16.000000,3.031250,6,5,1,-0.000000,0.783854,2,6.206186,2.109143,100.000000,94.642857,,,,,,2:major,"{""bass"": 97, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01318,23,31.958333,15.979167,0.719687,9,6,2,0.666578,1.657106,5,55.260870,2.251185,100.000000,98.214286,,,,,,0:minor,"{""bass"": 19, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_01319,22,34.916667,17.458333,0.630072,8,5,2,0.773227,1.125298,4,42.863636,1.958543,100.000000,95.052083,,,,,,2:minor,"{""bass"": 5, ""brass"": 0, ""guitar"": 17, ""piano"": 0, ""strings"": 0}"
reference,test_01320,102,33.500000,16.750000,3.044776,10,7,2,0.918296,2.351990,5,18.539216,2.520465,97.058824,95.572917,,,,,,0:minor,"{""bass"": 34, ""brass"": 0, ""guitar"": 0, ""piano"": 68, ""strings"": 0}"
reference,test_01321,8,35.666667,17.833333,0.224299,5,4,2,1.000000,1.397196,3,149.500000,1.905639,100.000000,98.437500,,,,,,1:minor,"{""bass"": 4, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_01322,128,31.833333,15.916667,4.020942,7,7,2,0.846354,3.179319,7,18.976562,2.738147,100.000000,94.940476,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 93, ""strings"": 35}"
reference,test_01323,149,32.125000,16.062500,4.638132,18,7,2,0.512142,4.683528,6,24.234899,2.739294,100.000000,96.875000,,,,,,4:minor,"{""bass"": 17, ""brass"": 0, ""guitar"": 132, ""piano"": 0, ""strings"": 0}"
reference,test_01324,103,32.000000,16.000000,3.218750,16,8,2,0.963726,3.973958,6,29.631068,2.722948,97.087379,98.065476,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 40, ""piano"": 63, ""strings"": 0}"
reference,test_01325,269,32.125000,16.062500,8.373541,24,7,3,0.334032,5.402075,16,15.483271,2.764145,100.000000,77.604167,,,,,,0:major,"{""bass"": 3, ""brass"": 0, ""guitar"": 255, ""piano"": 0, ""strings"": 11}"
reference,test_01326,4,32.000000,16.000000,0.125000,2,1,1,-0.000000,0.562500,1,108.000000,-0.000000,100.000000,98.809524,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 4, ""strings"": 0}"
reference,test_01327,138,31.916667,15.958333,4.323760,11,9,3,1.468946,4.780679,8,26.536232,1.188634,97.826087,96.726190,,,,,,7:minor,"{""bass"": 38, ""brass"": 0, ""guitar"": 72, ""piano"": 28, ""strings"": 0}"
reference,test_01328,36,31.708333,15.854167,1.135348,6,3,1,-0.000000,0.236531,1,5.000000,1.584963,100.000000,98.214286,,,,,,1:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 36, ""piano"": 0, ""strings"": 0}"
reference,test_01329,288,32.000000,16.000000,9.000000,20,7,4,1.188007,3.917969,11,10.447917,2.480954,100.000000,91.964286,,,,,,0:minor,"{""bass"": 32, ""brass"": 0, ""guitar"": 211, ""piano"": 39, ""strings"": 6}"
reference,test_01330,102,32.208333,16.104167,3.166882,19,7,3,1.329423,2.419146,5,18.333333,2.640514,100.000000,93.229167,,,,,,2:major,"{""bass"": 40, ""brass"": 0, ""guitar"": 0, ""piano"": 53, ""strings"": 9}"
reference,test_01331,100,32.000000,16.000000,3.125000,4,3,2,0.242292,0.781250,2,6.000000,1.478846,100.000000,97.619048,,,,,,0:major,"{""bass"": 96, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_01332,77,32.000000,16.000000,2.406250,13,7,2,0.394815,3.406250,5,33.974026,2.490661,100.000000,98.363095,,,,,,0:major,"{""bass"": 6, ""brass"": 0, ""guitar"": 71, ""piano"": 0, ""strings"": 0}"
reference,test_01333,209,39.791667,19.895833,5.252356,27,9,4,1.910582,9.633508,20,44.019139,2.855509,94.736842,92.361111,,,,,,6:minor,"{""bass"": 42, ""brass"": 0, ""guitar"": 49, ""piano"": 84, ""strings"": 34}"
reference,test_01334,55,31.666667,15.833333,1.736842,17,6,3,1.571312,2.938158,8,40.600000,2.376496,92.727273,94.196429,,,,,,1:minor,"{""bass"": 15, ""brass"": 21, ""guitar"": 0, ""piano"": 0, ""strings"": 19}"
reference,test_01335,74,31.541667,15.770833,2.346103,8,7,1,-0.000000,0.494055,2,5.054054,2.695677,100.000000,98.363095,,,,,,0:minor,"{""bass"": 0, ""brass"": 74, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01336,243,32.041667,16.020833,7.583875,17,9,2,0.594704,5.390117,10,17.057613,2.551198,97.530864,85.677083,,,,,,6:minor,"{""bass"": 35, ""brass"": 0, ""guitar"": 208, ""piano"": 0, ""strings"": 0}"
reference,test_01337,216,31.958333,15.979167,6.758801,24,9,3,1.159512,4.617992,8,16.398148,2.870658,92.129630,91.517857,,,,,,0:major,"{""bass"": 24, ""brass"": 0, ""guitar"": 40, ""piano"": 152, ""strings"": 0}"
reference,test_01338,165,32.000000,16.000000,5.156250,19,7,2,0.353359,5.841146,13,27.187879,2.296821,100.000000,92.559524,,,,,,1:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 154, ""strings"": 11}"
reference,test_01339,54,31.958333,15.979167,1.689700,11,5,2,0.650022,0.336375,2,4.777778,1.571379,100.000000,98.660714,,,,,,1:minor,"{""bass"": 9, ""brass"": 45, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_01340,110,32.000000,16.000000,3.437500,23,8,3,0.933840,2.893229,11,20.200000,2.733701,94.545455,94.940476,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 86, ""piano"": 0, ""strings"": 6}"
reference,test_01341,109,32.000000,16.000000,3.406250,12,6,2,0.977970,1.937500,4,13.651376,1.645955,100.000000,98.214286,,,,,,0:major,"{""bass"": 45, ""brass"": 0, ""guitar"": 64, ""piano"": 0, ""strings"": 0}"
reference,test_01342,255,32.041667,16.020833,7.958388,21,8,2,0.306866,6.098830,16,18.392157,2.833784,96.078431,84.895833,,,,,,6:minor,"{""bass"": 14, ""brass"": 0, ""guitar"": 241, ""piano"": 0, ""strings"": 0}"
reference,test_01343,53,20.000000,10.000000,2.650000,20,10,2,0.386019,2.193750,6,19.867925,2.884242,88.679245,81.510417,,,,,,4:minor,"{""bass"": 0, ""brass"": 4, ""guitar"": 0, ""piano"": 0, ""strings"": 49}"
reference,test_01344,158,35.500000,17.750000,4.450704,23,7,4,1.928105,5.769953,13,31.113924,2.288605,100.000000,94.531250,,,,,,3:minor,"{""bass"": 23, ""brass"": 39, ""guitar"": 58, ""piano"": 0, ""strings"": 38}"
reference,test_01345,47,35.916667,17.958333,1.308585,21,7,2,0.148549,4.176334,7,76.595745,2.710108,100.000000,96.354167,,,,,,4:minor,"{""bass"": 1, ""brass"": 0, ""guitar"": 0, ""piano"": 46, ""strings"": 0}"
reference,test_01346,225,38.958333,19.479167,5.775401,20,8,4,1.527098,5.468449,14,22.724444,2.709055,95.555556,93.287037,,,,,,2:major,"{""bass"": 17, ""brass"": 0, ""guitar"": 129, ""piano"": 63, ""strings"": 16}"
reference,test_01347,73,32.083333,16.041667,2.275325,15,8,2,0.950567,1.027273,6,10.835616,2.744157,90.410959,89.062500,,,,,,2:major,"{""bass"": 27, ""brass"": 0, ""guitar"": 46, ""piano"": 0, ""strings"": 0}"
reference,test_01348,232,32.208333,16.104167,7.203105,11,7,2,0.933296,3.780078,8,12.594828,2.648496,100.000000,94.791667,,,,,,6:minor,"{""bass"": 81, ""brass"": 0, ""guitar"": 151, ""piano"": 0, ""strings"": 0}"
reference,test_01349,161,32.333333,16.166667,4.979381,15,5,3,1.332604,5.237113,11,25.242236,1.747193,100.000000,97.656250,,,,,,1:minor,"{""bass"": 20, ""brass"": 0, ""guitar"": 96, ""piano"": 45, ""strings"": 0}"
reference,test_01350,40,31.791667,15.895833,1.258191,7,5,1,-0.000000,1.437746,2,27.425000,2.008695,100.000000,97.916667,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 40, ""strings"": 0}"
reference,test_01351,51,32.750000,16.375000,1.557252,23,6,3,1.366492,3.740458,7,57.647059,2.210998,100.000000,95.833333,,,,,,2:major,"{""bass"": 6, ""brass"": 0, ""guitar"": 0, ""piano"": 28, ""strings"": 17}"
reference,test_01352,168,32.000000,16.000000,5.250000,14,6,1,-0.000000,4.003906,8,18.303571,2.502608,100.000000,95.982143,,,,,,2:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 168, ""strings"": 0}"
reference,test_01353,386,32.000000,16.000000,12.062500,38,12,4,1.295593,3.075521,12,6.119171,2.975999,80.310881,82.142857,,,,,,5:minor,"{""bass"": 20, ""brass"": 4, ""guitar"": 151, ""piano"": 211, ""strings"": 0}"
reference,test_01354,104,32.000000,16.000000,3.250000,4,1,2,0.961237,2.333333,4,17.230769,-0.000000,100.000000,100.000000,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 40, ""piano"": 0, ""strings"": 64}"
reference,test_01355,84,32.083333,16.041667,2.618182,11,6,2,0.918296,4.250649,6,38.964286,2.289342,100.000000,96.875000,,,,,,0:minor,"{""bass"": 56, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 28}"
reference,test_01356,179,32.000000,16.000000,5.593750,12,8,2,0.415425,3.031250,5,13.005587,2.761404,93.296089,98.809524,,,,,,0:minor,"{""bass"": 15, ""brass"": 0, ""guitar"": 164, ""piano"": 0, ""strings"": 0}"
reference,test_01357,68,35.583333,17.791667,1.911007,13,7,2,0.191433,5.797424,10,72.808824,2.533671,97.058824,95.442708,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 66, ""piano"": 0, ""strings"": 2}"
reference,test_01358,24,32.000000,16.000000,0.750000,11,7,2,0.738285,1.742188,4,55.750000,2.573935,100.000000,96.428571,,,,,,7:minor,"{""bass"": 5, ""brass"": 0, ""guitar"": 0, ""piano"": 19, ""strings"": 0}"
reference,test_01359,110,36.125000,18.062500,3.044983,24,10,4,1.859442,5.361015,17,42.254545,2.856171,95.454545,96.064815,,,,,,0:major,"{""bass"": 19, ""brass"": 0, ""guitar"": 36, ""piano"": 42, ""strings"": 13}"
reference,test_01360,94,32.250000,16.125000,2.914729,38,11,2,0.878674,3.373385,8,27.776596,3.208111,85.106383,89.062500,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 66, ""strings"": 28}"
reference,test_01361,103,35.875000,17.937500,2.871080,23,8,2,0.963726,5.614402,14,46.932039,2.758852,98.058252,96.875000,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 63, ""strings"": 40}"
reference,test_01362,79,36.000000,18.000000,2.194444,32,9,2,0.614572,3.951389,7,43.215190,2.878182,93.670886,96.875000,,,,,,2:minor,"{""bass"": 12, ""brass"": 0, ""guitar"": 0, ""piano"": 67, ""strings"": 0}"
reference,test_01363,372,33.166667,16.583333,11.216080,37,12,3,1.161623,5.624372,15,12.034946,2.929353,97.311828,81.250000,,,,,,0:major,"{""bass"": 26, ""brass"": 97, ""guitar"": 249, ""piano"": 0, ""strings"": 0}"
reference,test_01364,272,32.208333,16.104167,8.445019,30,10,2,0.244311,1.024580,6,2.911765,2.848291,96.323529,62.890625,,,,,,2:minor,"{""bass"": 0, ""brass"": 11, ""guitar"": 0, ""piano"": 261, ""strings"": 0}"
reference,test_01365,196,34.000000,17.000000,5.764706,23,7,3,1.100386,6.235294,10,25.959184,2.672325,100.000000,83.723958,,,,,,0:minor,"{""bass"": 39, ""brass"": 0, ""guitar"": 141, ""piano"": 0, ""strings"": 16}"
reference,test_01366,32,36.250000,18.125000,0.882759,8,5,2,0.448864,3.202299,6,87.062500,1.749494,100.000000,98.842593,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 29, ""piano"": 0, ""strings"": 3}"
reference,test_01367,86,32.000000,16.000000,2.687500,15,7,1,-0.000000,2.390625,4,21.348837,2.430277,100.000000,98.809524,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 86}"
reference,test_01368,318,33.041667,16.520833,9.624212,24,12,3,0.194648,2.960908,11,7.383648,2.029118,96.855346,94.010417,,,,,,2:major,"{""bass"": 4, ""brass"": 0, ""guitar"": 310, ""piano"": 0, ""strings"": 4}"
reference,test_01369,194,32.125000,16.062500,6.038911,26,7,4,1.771820,8.185473,14,32.530928,2.363831,100.000000,88.671875,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 94, ""piano"": 43, ""strings"": 39}"
reference,test_01370,32,32.500000,16.250000,0.984615,13,8,3,1.199460,2.107692,7,51.375000,2.478024,96.875000,97.135417,,,,,,7:minor,"{""bass"": 4, ""brass"": 0, ""guitar"": 0, ""piano"": 22, ""strings"": 6}"
reference,test_01371,147,31.958333,15.979167,4.599739,18,7,3,1.364018,3.602347,9,18.795918,2.493346,100.000000,95.684524,,,,,,0:minor,"{""bass"": 16, ""brass"": 0, ""guitar"": 53, ""piano"": 78, ""strings"": 0}"
reference,test_01372,165,32.000000,16.000000,5.156250,15,6,4,1.338118,3.632812,9,16.909091,2.495094,100.000000,95.684524,,,,,,1:minor,"{""bass"": 3, ""brass"": 0, ""guitar"": 62, ""piano"": 91, ""strings"": 9}"
reference,test_01373,96,32.125000,16.062500,2.988327,22,9,4,1.530128,6.203632,11,49.822917,2.733060,95.833333,92.187500,,,,,,2:minor,"{""bass"": 4, ""brass"": 0, ""guitar"": 45, ""piano"": 39, ""strings"": 8}"
reference,test_01374,96,32.000000,16.000000,3.000000,12,6,2,0.988699,1.205729,3,9.645833,2.373778,100.000000,98.511905,,,,,,0:major,"{""bass"": 54, ""brass"": 0, ""guitar"": 0, ""piano"": 42, ""strings"": 0}"
