kind,name,note_count,length_beats,length_seconds,notes_per_beat,unique_pitch_count,unique_pitch_class_count,active_instrument_count,instrument_entropy,average_polyphony,max_polyphony,mean_duration_steps,pitch_class_entropy,scale_consistency_percent,groove_consistency_percent,sequence_len,raw_note_events,unique_note_events,duplicate_note_rate,note_instrument_violation_rate,best_scale,instrument_counts
reference,test_00786,274,32.000000,16.000000,8.562500,16,11,1,-0.000000,4.976562,12,13.948905,2.896712,79.562044,97.172619,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 274, ""piano"": 0, ""strings"": 0}"
reference,test_00787,26,30.416667,15.208333,0.854795,6,1,3,1.403410,2.779452,8,78.038462,-0.000000,100.000000,96.726190,,,,,,0:minor,"{""bass"": 0, ""brass"": 5, ""guitar"": 15, ""piano"": 0, ""strings"": 6}"
reference,test_00788,46,38.958333,19.479167,1.180749,8,5,2,0.713147,4.204278,9,85.456522,2.054258,100.000000,96.064815,,,,,,0:major,"{""bass"": 9, ""brass"": 0, ""guitar"": 37, ""piano"": 0, ""strings"": 0}"
reference,test_00789,203,32.000000,16.000000,6.343750,18,9,2,0.983112,2.609375,4,9.871921,2.362284,98.029557,95.833333,,,,,,4:minor,"{""bass"": 86, ""brass"": 0, ""guitar"": 117, ""piano"": 0, ""strings"": 0}"
reference,test_00790,46,31.000000,15.500000,1.483871,15,7,1,-0.000000,3.123656,9,50.521739,2.185218,100.000000,94.494048,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 46, ""strings"": 0}"
reference,test_00791,180,36.000000,18.000000,5.000000,21,7,3,0.971775,7.084491,18,34.005556,2.463926,100.000000,95.833333,,,,,,0:major,"{""bass"": 14, ""brass"": 0, ""guitar"": 140, ""piano"": 0, ""strings"": 26}"
reference,test_00792,71,31.958333,15.979167,2.221643,16,8,2,0.716258,2.135593,7,23.070423,2.246955,97.183099,97.767857,,,,,,4:minor,"{""bass"": 57, ""brass"": 0, ""guitar"": 0, ""piano"": 14, ""strings"": 0}"
reference,test_00793,73,32.000000,16.000000,2.281250,15,7,1,-0.000000,1.981771,5,20.849315,2.654285,100.000000,93.005952,,,,,,2:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 73, ""piano"": 0, ""strings"": 0}"
reference,test_00794,147,32.041667,16.020833,4.587776,24,8,3,1.378783,4.872562,9,25.489796,2.307894,87.755102,96.354167,,,,,,8:minor,"{""bass"": 42, ""brass"": 84, ""guitar"": 0, ""piano"": 0, ""strings"": 21}"
reference,test_00795,113,37.708333,18.854167,2.996685,22,9,2,0.653436,3.271823,9,26.203540,2.739091,92.035398,92.592593,,,,,,2:major,"{""bass"": 19, ""brass"": 0, ""guitar"": 94, ""piano"": 0, ""strings"": 0}"
reference,test_00796,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00797,135,32.000000,16.000000,4.218750,9,4,3,1.334130,1.468750,6,8.355556,1.716213,100.000000,97.470238,,,,,,0:major,"{""bass"": 25, ""brass"": 0, ""guitar"": 84, ""piano"": 26, ""strings"": 0}"
reference,test_00798,177,39.458333,19.729167,4.485744,18,7,3,1.270535,5.542767,9,29.655367,2.638066,100.000000,97.800926,,,,,,1:minor,"{""bass"": 27, ""brass"": 0, ""guitar"": 116, ""piano"": 0, ""strings"": 34}"
reference,test_00799,143,31.833333,15.916667,4.492147,19,7,2,0.835277,6.835079,13,36.517483,2.601094,100.000000,94.642857,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 105, ""strings"": 38}"
reference,test_00800,93,32.166667,16.083333,2.891192,11,6,2,0.989885,1.042746,3,8.655914,1.722805,98.924731,98.177083,,,,,,0:major,"{""bass"": 41, ""brass"": 0, ""guitar"": 52, ""piano"": 0, ""strings"": 0}"
reference,test_00801,254,39.916667,19.958333,6.363257,19,7,5,1.684758,4.447808,13,16.775591,2.557780,100.000000,95.370370,,,,,,0:minor,"{""bass"": 15, ""brass"": 10, ""guitar"": 36, ""piano"": 40, ""strings"": 153}"
reference,test_00802,22,33.791667,16.895833,0.651048,11,7,2,0.902393,1.415536,5,52.181818,2.356492,100.000000,94.791667,,,,,,2:minor,"{""bass"": 0, ""brass"": 15, ""guitar"": 0, ""piano"": 0, ""strings"": 7}"
reference,test_00803,89,31.750000,15.875000,2.803150,14,8,2,0.979412,2.561680,3,21.932584,2.421758,98.876404,96.577381,,,,,,0:minor,"{""bass"": 37, ""brass"": 0, ""guitar"": 52, ""piano"": 0, ""strings"": 0}"
reference,test_00804,432,36.000000,18.000000,12.000000,22,7,3,0.644423,14.219907,22,28.439815,2.607089,100.000000,94.010417,,,,,,2:major,"{""bass"": 19, ""brass"": 0, ""guitar"": 380, ""piano"": 33, ""strings"": 0}"
reference,test_00805,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00806,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00807,283,34.750000,17.375000,8.143885,19,8,1,-0.000000,4.960432,9,14.618375,2.333951,99.293286,90.625000,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 283, ""piano"": 0, ""strings"": 0}"
reference,test_00808,93,32.000000,16.000000,2.906250,16,7,4,1.559759,6.648438,13,54.903226,2.476282,100.000000,94.196429,,,,,,2:minor,"{""bass"": 10, ""brass"": 0, ""guitar"": 7, ""piano"": 55, ""strings"": 21}"
reference,test_00809,57,34.625000,17.312500,1.646209,9,5,2,0.949452,3.006017,5,43.824561,2.183453,100.000000,95.052083,,,,,,2:minor,"{""bass"": 21, ""brass"": 0, ""guitar"": 36, ""piano"": 0, ""strings"": 0}"
reference,test_00810,117,31.791667,15.895833,3.680210,15,7,1,-0.000000,2.013106,5,13.128205,2.076809,100.000000,88.690476,,,,,,1:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 117, ""strings"": 0}"
reference,test_00811,98,32.000000,16.000000,3.062500,15,7,2,0.999700,1.445312,3,11.326531,2.537306,100.000000,95.386905,,,,,,6:minor,"{""bass"": 48, ""brass"": 0, ""guitar"": 50, ""piano"": 0, ""strings"": 0}"
reference,test_00812,177,32.000000,16.000000,5.531250,13,7,2,0.398986,6.458333,9,28.022599,2.013067,100.000000,98.214286,,,,,,2:major,"{""bass"": 14, ""brass"": 0, ""guitar"": 163, ""piano"": 0, ""strings"": 0}"
reference,test_00813,121,36.000000,18.000000,3.361111,12,6,2,0.382061,2.250000,4,16.066116,1.802110,100.000000,95.833333,,,,,,0:minor,"{""bass"": 0, ""brass"": 112, ""guitar"": 0, ""piano"": 0, ""strings"": 9}"
reference,test_00814,168,31.625000,15.812500,5.312253,11,7,1,-0.000000,0.686430,3,3.101190,2.742321,100.000000,98.809524,,,,,,5:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 168}"
reference,test_00815,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00816,40,31.791667,15.895833,1.258191,4,4,1,-0.000000,0.412844,2,7.875000,1.905639,87.500000,98.809524,,,,,,0:minor,"{""bass"": 40, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00817,37,35.958333,17.979167,1.028969,15,6,2,0.877962,3.790267,10,88.405405,2.106913,100.000000,96.614583,,,,,,2:major,"{""bass"": 11, ""brass"": 0, ""guitar"": 26, ""piano"": 0, ""strings"": 0}"
reference,test_00818,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00819,153,31.791667,15.895833,4.812582,7,7,1,-0.000000,0.600262,3,2.993464,2.726445,100.000000,83.482143,,,,,,0:major,"{""bass"": 153, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00820,411,32.000000,16.000000,12.843750,45,11,3,1.282248,7.364583,11,13.761557,3.005179,86.374696,100.000000,,,,,,0:major,"{""bass"": 36, ""brass"": 0, ""guitar"": 243, ""piano"": 132, ""strings"": 0}"
reference,test_00821,110,35.666667,17.833333,3.084112,16,7,2,0.439497,7.740654,14,60.236364,2.588546,100.000000,84.114583,,,,,,1:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 100, ""piano"": 0, ""strings"": 10}"
reference,test_00822,12,24.500000,12.250000,0.489796,4,3,3,1.251629,0.275510,3,13.500000,1.251629,100.000000,98.090278,,,,,,3:minor,"{""bass"": 2, ""brass"": 0, ""guitar"": 2, ""piano"": 0, ""strings"": 8}"
reference,test_00823,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00824,148,31.958333,15.979167,4.631030,27,9,3,1.433374,6.379400,13,33.060811,2.742132,96.621622,96.279762,,,,,,3:minor,"{""bass"": 21, ""brass"": 0, ""guitar"": 0, ""piano"": 73, ""strings"": 54}"
reference,test_00825,19,33.250000,16.625000,0.571429,8,6,2,0.629249,1.109023,5,46.578947,2.163210,100.000000,97.135417,,,,,,1:major,"{""bass"": 0, ""brass"": 3, ""guitar"": 16, ""piano"": 0, ""strings"": 0}"
reference,test_00826,38,32.000000,16.000000,1.187500,3,3,2,0.485461,1.764323,2,35.657895,1.520514,100.000000,99.702381,,,,,,0:major,"{""bass"": 34, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_00827,71,32.666667,16.333333,2.173469,10,8,2,0.876064,2.918367,8,32.225352,2.712242,98.591549,86.458333,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 50, ""piano"": 0, ""strings"": 21}"
reference,test_00828,64,33.000000,16.500000,1.939394,13,7,2,0.625262,1.651515,4,20.437500,2.581067,100.000000,92.187500,,,,,,6:minor,"{""bass"": 10, ""brass"": 0, ""guitar"": 54, ""piano"": 0, ""strings"": 0}"
reference,test_00829,88,33.458333,16.729167,2.630137,10,7,2,0.990665,2.092154,4,19.090909,2.405848,97.727273,89.062500,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 49, ""piano"": 39, ""strings"": 0}"
reference,test_00830,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00831,293,33.958333,16.979167,8.628221,18,7,3,0.880734,6.152147,8,17.112628,1.908717,100.000000,73.437500,,,,,,6:minor,"{""bass"": 23, ""brass"": 0, ""guitar"": 238, ""piano"": 32, ""strings"": 0}"
reference,test_00832,76,36.000000,18.000000,2.111111,16,6,3,0.926699,4.042824,11,45.960526,2.416940,100.000000,96.875000,,,,,,0:minor,"{""bass"": 0, ""brass"": 1, ""guitar"": 0, ""piano"": 55, ""strings"": 20}"
reference,test_00833,71,31.875000,15.937500,2.227451,8,7,1,-0.000000,0.525490,1,5.661972,1.694331,98.591549,86.309524,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 71}"
reference,test_00834,206,31.958333,15.979167,6.445893,3,1,3,1.538175,2.954368,4,11.000000,-0.000000,100.000000,98.809524,,,,,,0:major,"{""bass"": 56, ""brass"": 0, ""guitar"": 56, ""piano"": 94, ""strings"": 0}"
reference,test_00835,97,32.000000,16.000000,3.031250,6,3,2,0.669592,0.830729,5,6.577320,0.622818,100.000000,97.767857,,,,,,1:major,"{""bass"": 80, ""brass"": 17, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00836,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00837,260,32.000000,16.000000,8.125000,14,7,2,0.538141,4.093750,5,12.092308,2.640604,100.000000,100.000000,,,,,,0:major,"{""bass"": 32, ""brass"": 0, ""guitar"": 228, ""piano"": 0, ""strings"": 0}"
reference,test_00838,138,31.916667,15.958333,4.323760,19,7,3,1.082471,3.575718,12,19.847826,2.528195,100.000000,97.172619,,,,,,4:minor,"{""bass"": 12, ""brass"": 0, ""guitar"": 101, ""piano"": 25, ""strings"": 0}"
reference,test_00839,140,32.000000,16.000000,4.375000,24,10,2,0.397125,3.872396,6,21.242857,2.896576,94.285714,96.577381,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 129, ""strings"": 11}"
reference,test_00840,196,35.750000,17.875000,5.482517,27,7,4,1.675703,11.986014,21,52.469388,2.719014,100.000000,98.177083,,,,,,4:minor,"{""bass"": 14, ""brass"": 0, ""guitar"": 100, ""piano"": 55, ""strings"": 27}"
reference,test_00841,221,33.750000,16.875000,6.548148,22,7,4,1.844451,6.029630,16,22.099548,2.736124,100.000000,82.291667,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 84, ""piano"": 60, ""strings"": 59}"
reference,test_00842,7,35.291667,17.645833,0.198347,4,4,1,-0.000000,0.423849,2,51.285714,1.842371,100.000000,98.177083,,,,,,0:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 7}"
reference,test_00843,143,31.875000,15.937500,4.486275,11,6,2,0.146903,2.601307,5,13.916084,2.258262,100.000000,97.916667,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 140, ""piano"": 3, ""strings"": 0}"
reference,test_00844,64,32.000000,16.000000,2.000000,1,1,1,-0.000000,0.500000,1,6.000000,-0.000000,100.000000,100.000000,,,,,,0:major,"{""bass"": 64, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00845,331,32.208333,16.104167,10.276843,22,7,4,1.424380,12.368693,21,28.885196,2.518552,100.000000,88.802083,,,,,,2:major,"{""bass"": 17, ""brass"": 0, ""guitar"": 46, ""piano"": 218, ""strings"": 50}"
reference,test_00846,151,35.791667,17.895833,4.218859,17,7,4,1.738777,6.128056,12,34.860927,2.346184,100.000000,91.666667,,,,,,0:major,"{""bass"": 10, ""brass"": 0, ""guitar"": 68, ""piano"": 47, ""strings"": 26}"
reference,test_00847,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00848,471,33.666667,16.833333,13.990099,15,7,3,0.790753,4.787129,15,8.212314,2.502240,100.000000,88.281250,,,,,,2:minor,"{""bass"": 28, ""brass"": 0, ""guitar"": 395, ""piano"": 0, ""strings"": 48}"
reference,test_00849,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00850,21,32.000000,16.000000,0.656250,14,7,1,-0.000000,1.980469,6,72.428571,2.563443,85.714286,97.619048,,,,,,8:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 21}"
reference,test_00851,254,35.500000,17.750000,7.154930,29,10,4,1.589658,6.450704,13,21.637795,3.025146,88.976378,97.395833,,,,,,2:major,"{""bass"": 38, ""brass"": 0, ""guitar"": 147, ""piano"": 53, ""strings"": 16}"
reference,test_00852,0,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,0.000000,,,,,,,,,,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00853,132,35.500000,17.750000,3.718310,11,6,1,-0.000000,2.136150,6,13.787879,2.260187,100.000000,91.406250,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 132, ""strings"": 0}"
reference,test_00854,83,32.000000,16.000000,2.593750,19,8,3,1.534193,4.101562,6,37.951807,2.692147,95.180723,97.470238,,,,,,4:minor,"{""bass"": 18, ""brass"": 0, ""guitar"": 35, ""piano"": 0, ""strings"": 30}"
reference,test_00855,7,28.250000,14.125000,0.247788,6,3,2,0.863121,0.464602,3,45.000000,1.556657,100.000000,98.214286,,,,,,0:major,"{""bass"": 0, ""brass"": 2, ""guitar"": 0, ""piano"": 0, ""strings"": 5}"
reference,test_00856,144,31.791667,15.895833,4.529489,23,7,3,1.480068,1.427261,6,7.562500,2.602667,100.000000,85.119048,,,,,,2:major,"{""bass"": 26, ""brass"": 0, ""guitar"": 70, ""piano"": 0, ""strings"": 48}"
reference,test_00857,194,32.875000,16.437500,5.901141,32,11,4,1.789199,4.463878,11,18.154639,2.980011,90.721649,93.098958,,,,,,0:major,"{""bass"": 18, ""brass"": 40, ""guitar"": 91, ""piano"": 0, ""strings"": 45}"
reference,test_00858,44,38.541667,19.270833,1.141622,13,7,2,0.845351,2.995676,9,62.977273,2.695212,100.000000,97.337963,,,,,,1:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 32, ""piano"": 12, ""strings"": 0}"
reference,test_00859,99,35.208333,17.604167,2.811834,17,7,2,0.953499,5.136095,12,43.838384,2.318674,100.000000,92.447917,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 37, ""piano"": 62, ""strings"": 0}"
reference,test_00860,86,31.791667,15.895833,2.705111,28,12,2,0.667714,1.482307,5,13.151163,3.091461,84.883721,85.119048,,,,,,2:major,"{""bass"": 15, ""brass"": 0, ""guitar"": 0, ""piano"": 71, ""strings"": 0}"
reference,test_00861,224,33.208333,16.604167,6.745295,24,7,4,1.225964,11.451694,20,40.745536,2.732474,100.000000,80.468750,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 162, ""piano"": 36, ""strings"": 8}"
reference,test_00862,24,32.041667,16.020833,0.749025,1,1,1,-0.000000,0.374512,2,12.000000,-0.000000,100.000000,97.916667,,,,,,1:major,"{""bass"": 24, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 0}"
reference,test_00863,162,32.000000,16.000000,5.062500,10,4,3,0.946384,2.615885,8,12.401235,1.847974,100.000000,91.666667,,,,,,2:major,"{""bass"": 14, ""brass"": 0, ""guitar"": 20, ""piano"": 128, ""strings"": 0}"
reference,test_00864,36,33.583333,16.791667,1.071960,12,7,1,-0.000000,1.976427,5,44.250000,2.693300,77.777778,97.916667,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 36, ""strings"": 0}"
reference,test_00865,64,31.875000,15.937500,2.007843,8,4,2,0.116115,0.884967,3,10.578125,1.359959,100.000000,99.255952,,,,,,0:major,"{""bass"": 0, ""brass"": 63, ""guitar"": 0, ""piano"": 0, ""strings"": 1}"
reference,test_00866,95,31.916667,15.958333,2.976501,11,4,3,0.818623,1.278068,2,10.305263,1.698906,100.000000,96.428571,,,,,,0:minor,"{""bass"": 78, ""brass"": 13, ""guitar"": 0, ""piano"": 0, ""strings"": 4}"
reference,test_00867,2,24.000000,12.000000,0.083333,1,1,1,-0.000000,0.666667,1,192.000000,-0.000000,100.000000,99.375000,,,,,,1:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 2}"
reference,test_00868,129,31.833333,15.916667,4.052356,25,7,2,0.933025,3.037958,9,17.992248,2.686251,100.000000,96.875000,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 45, ""piano"": 84, ""strings"": 0}"
reference,test_00869,84,32.083333,16.041667,2.618182,20,8,2,0.929743,3.248052,6,29.773810,2.877638,97.619048,97.395833,,,,,,0:major,"{""bass"": 29, ""brass"": 0, ""guitar"": 0, ""piano"": 55, ""strings"": 0}"
reference,test_00870,106,32.000000,16.000000,3.312500,18,7,3,1.120842,4.884115,10,35.386792,2.594472,100.000000,92.857143,,,,,,7:minor,"{""bass"": 6, ""brass"": 0, ""guitar"": 0, ""piano"": 72, ""strings"": 28}"
reference,test_00871,35,32.333333,16.166667,1.082474,11,8,2,0.591673,0.472938,3,10.485714,2.456778,97.142857,95.572917,,,,,,0:minor,"{""bass"": 5, ""brass"": 0, ""guitar"": 0, ""piano"": 30, ""strings"": 0}"
reference,test_00872,38,31.625000,15.812500,1.201581,12,7,1,-0.000000,2.272727,5,45.394737,2.691124,100.000000,97.916667,,,,,,4:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 38, ""piano"": 0, ""strings"": 0}"
reference,test_00873,144,32.000000,16.000000,4.500000,21,7,3,1.285288,6.609375,14,35.250000,2.642231,100.000000,97.023810,,,,,,0:major,"{""bass"": 11, ""brass"": 0, ""guitar"": 53, ""piano"": 80, ""strings"": 0}"
reference,test_00874,60,32.041667,16.020833,1.872562,13,7,2,0.918296,1.318596,3,16.900000,2.519030,100.000000,96.875000,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 20, ""piano"": 40, ""strings"": 0}"
reference,test_00875,160,31.916667,15.958333,5.013055,26,7,3,1.380670,2.118799,8,10.143750,2.672694,100.000000,95.535714,,,,,,2:major,"{""bass"": 32, ""brass"": 33, ""guitar"": 95, ""piano"": 0, ""strings"": 0}"
reference,test_00876,151,32.000000,16.000000,4.718750,21,7,3,1.394932,5.528646,9,28.119205,2.400155,100.000000,96.577381,,,,,,2:minor,"{""bass"": 17, ""brass"": 0, ""guitar"": 66, ""piano"": 68, ""strings"": 0}"
reference,test_00877,177,32.541667,16.270833,5.439181,20,8,3,1.074887,5.180538,8,22.858757,2.532331,99.435028,90.885417,,,,,,0:major,"{""bass"": 0, ""brass"": 15, ""guitar"": 0, ""piano"": 130, ""strings"": 32}"
reference,test_00878,90,33.916667,16.958333,2.653563,25,7,3,1.247342,6.712531,15,60.711111,2.411247,100.000000,96.354167,,,,,,0:major,"{""bass"": 13, ""brass"": 0, ""guitar"": 0, ""piano"": 60, ""strings"": 17}"
reference,test_00879,117,34.791667,17.395833,3.362874,23,7,3,1.438856,2.308982,12,16.478632,2.511111,100.000000,94.791667,,,,,,4:minor,"{""bass"": 50, ""brass"": 51, ""guitar"": 0, ""piano"": 0, ""strings"": 16}"
reference,test_00880,64,37.791667,18.895833,1.693495,23,7,3,1.459901,5.598677,14,79.343750,2.685025,100.000000,88.194444,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 17, ""piano"": 34, ""strings"": 13}"
reference,test_00881,172,32.416667,16.208333,5.305913,37,10,3,1.353012,4.658098,11,21.069767,2.983193,91.860465,80.468750,,,,,,4:minor,"{""bass"": 23, ""brass"": 0, ""guitar"": 48, ""piano"": 101, ""strings"": 0}"
reference,test_00882,375,37.833333,18.916667,9.911894,17,9,3,0.884443,3.227974,7,7.816000,2.074035,99.466667,54.629630,,,,,,0:minor,"{""bass"": 3, ""brass"": 0, ""guitar"": 276, ""piano"": 96, ""strings"": 0}"
reference,test_00883,226,32.000000,16.000000,7.062500,9,5,2,0.564914,2.023438,4,6.876106,1.572342,100.000000,97.916667,,,,,,0:major,"{""bass"": 30, ""brass"": 0, ""guitar"": 196, ""piano"": 0, ""strings"": 0}"
reference,test_00884,133,31.875000,15.937500,4.172549,10,6,2,0.872861,1.707190,5,9.819549,1.816013,100.000000,98.065476,,,,,,0:minor,"{""bass"": 39, ""brass"": 0, ""guitar"": 94, ""piano"": 0, ""strings"": 0}"
reference,test_00885,110,31.166667,15.583333,3.529412,21,8,3,0.404410,2.635027,7,17.918182,2.599864,99.090909,94.642857,,,,,,1:minor,"{""bass"": 0, ""brass"": 4, ""guitar"": 0, ""piano"": 103, ""strings"": 3}"
reference,test_00886,96,32.500000,16.250000,2.953846,11,7,2,0.811278,3.030769,4,24.625000,2.620690,100.000000,96.875000,,,,,,6:minor,"{""bass"": 0, ""brass"": 0, ""guitar"": 72, ""piano"": 0, ""strings"": 24}"
reference,test_00887,150,31.750000,15.875000,4.724409,12,4,2,0.529361,1.473753,4,7.486667,1.914633,100.000000,98.809524,,,,,,0:major,"{""bass"": 18, ""brass"": 0, ""guitar"": 132, ""piano"": 0, ""strings"": 0}"
reference,test_00888,80,33.000000,16.500000,2.424242,9,7,3,1.584068,2.097222,5,20.762500,2.124674,100.000000,95.572917,,,,,,2:major,"{""bass"": 28, ""brass"": 0, ""guitar"": 26, ""piano"": 0, ""strings"": 26}"
reference,test_00889,114,35.000000,17.500000,3.257143,29,7,3,1.111025,3.388095,10,24.964912,2.656930,100.000000,91.796875,,,,,,1:minor,"{""bass"": 18, ""brass"": 0, ""guitar"": 83, ""piano"": 0, ""strings"": 13}"
reference,test_00890,21,31.958333,15.979167,0.657106,7,6,1,-0.000000,2.023468,5,73.904762,2.570191,100.000000,98.958333,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 21}"
reference,test_00891,94,32.041667,16.020833,2.933680,18,6,2,0.633291,3.256177,7,26.638298,2.153901,100.000000,97.395833,,,,,,2:major,"{""bass"": 15, ""brass"": 0, ""guitar"": 79, ""piano"": 0, ""strings"": 0}"
reference,test_00892,156,34.750000,17.375000,4.489209,33,7,3,1.225499,5.215827,12,27.884615,2.667510,100.000000,94.791667,,,,,,2:minor,"{""bass"": 12, ""brass"": 0, ""guitar"": 0, ""piano"": 98, ""strings"": 46}"
reference,test_00893,86,32.666667,16.333333,2.632653,18,7,2,0.583019,4.405612,6,40.162791,2.787107,100.000000,94.010417,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 74, ""strings"": 12}"
reference,test_00894,116,35.000000,17.500000,3.314286,15,7,2,0.423681,4.704762,8,34.068966,2.231913,100.000000,94.531250,,,,,,4:minor,"{""bass"": 10, ""brass"": 0, ""guitar"": 0, ""piano"": 106, ""strings"": 0}"
reference,test_00895,172,32.958333,16.479167,5.218710,15,7,1,-0.000000,1.233881,5,5.674419,2.660543,100.000000,97.916667,,,,,,2:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 0, ""piano"": 0, ""strings"": 172}"
reference,test_00896,156,33.375000,16.687500,4.674157,14,7,2,0.719357,2.868914,7,14.730769,2.534652,100.000000,92.578125,,,,,,0:major,"{""bass"": 0, ""brass"": 0, ""guitar"": 31, ""piano"": 125, ""strings"": 0}"
reference,test_00897,211,34.333333,17.166667,6.145631,43,11,3,1.201670,6.191748,12,24.180095,3.049853,90.995261,96.093750,,,,,,7:minor,"{""bass"": 39, ""brass"": 0, ""guitar"": 145, ""piano"": 0, ""strings"": 27}"
reference,test_00898,176,31.916667,15.958333,5.514360,26,7,3,0.611215,5.657963,11,24.625000,2.629635,100.000000,96.279762,,,,,,5:minor,"{""bass"": 17, ""brass"": 0, ""guitar"": 155, ""piano"": 0, ""strings"": 4}"
reference,test_00899,73,34.250000,17.125000,2.131387,14,7,2,0.538738,3.182482,7,35.835616,2.704872,91.780822,92.968750,,,,,,4:minor,"{""bass"": 9, ""brass"": 0, ""guitar"": 64, ""piano"": 0, ""strings"": 0}"
reference,test_00900,404,34.166667,17.083333,11.824390,26,8,3,1.177431,11.762195,26,23.873762,2.849674,95.544554,85.156250,,,,,,6:minor,"{""bass"": 42, ""brass"": 0, ""guitar"": 279, ""piano"": 83, ""strings"": 0}"
