kind,name,path,note_count,length_beats,length_seconds,notes_per_beat,unique_pitch_count,unique_pitch_class_count,active_instrument_count,instrument_entropy,average_polyphony,max_polyphony,mean_duration_steps,pitch_class_entropy,scale_consistency_percent,groove_consistency_percent,sequence_len,raw_note_events,unique_note_events,duplicate_note_rate,note_instrument_violation_rate,best_scale,instrument_counts,quality_score,paper_metric_distance,paper_metric_distance_components,shape_metric_distance,shape_metric_distance_components,validity_penalty
existing,full_transformer_rich_selected,outputs/multitrack_generation/generated/full_transformer_rich_selected/notes.npy,199,31.791667,15.895833,6.259502,21,8,4,1.827461,2.009174,12,7.703518,2.396218,97.989950,96.875000,207,199,199,0.000000,0.000000,3:minor,"{""bass"": 24, ""brass"": 90, ""guitar"": 0, ""piano"": 50, ""strings"": 35}",2.126834,0.520042,"{""groove_consistency_percent"": 0.44194930614036093, ""pitch_class_entropy"": 0.054524197219684566, ""scale_consistency_percent"": 0.02356864265223747}",1.606792,"{""active_instrument_count"": 1.5187821823924184, ""average_polyphony"": 0.6294760997154503, ""instrument_entropy"": 1.6966365722748746, ""notes_per_beat"": 0.7459400089969573}",0.000000
